precision,recall
0.16666666666666666,1.0
0.17286254990408048,1.0
0.17328482328482328,1.0
0.17350124895920066,1.0
0.17363678975053382,1.0
0.17375442985199083,1.0
0.17386316228619106,1.0
0.17389943667848948,1.0
0.17397203089125443,1.0
0.17405377186113286,1.0
0.1740901258419926,1.0
0.1741355896793064,1.0
0.1741537818637693,1.0
0.1741901776384535,1.0
0.17422658862876253,1.0
0.17426301484424,1.0
0.17429034450311046,1.0
0.17429945629443747,1.0
0.17431768273554324,1.0
0.17433591298891446,1.0
0.1743632655195858,1.0
0.1744179963379545,1.0
0.17444537463373797,1.0
0.17446363160648876,1.0
0.1744727615259825,1.0
0.17449102423195686,1.0
0.17450015701873756,1.0
0.17450929076158073,1.0
0.1745184254606365,1.0
0.17455497382198953,1.0
0.1745915374947633,1.0
0.17460068080649385,1.0
0.17460982507594008,1.0
0.1746189703032525,1.0
0.1746281164885816,1.0
0.17463726363207793,1.0
0.17466471081307627,1.0
0.17471047529214484,1.0
0.17473794549266247,1.0
0.17475626375930392,1.0
0.1747654243329664,1.0
0.17477458586705807,1.0
0.17478374836173002,1.0
0.17481124161073824,1.0
0.1748204079492423,1.0
0.17483874351040957,1.0
0.17486625406482745,1.0
0.17489377327807795,1.0
0.1749029482740531,1.0
0.1749121242327265,1.0
0.17493047903877434,1.0
0.17494883769743402,1.0
0.17496720020991866,1.0
0.17497638291172457,1.0
0.17498556657744188,1.0
0.17499475120722233,1.0
0.17500393680121779,1.0
0.17502231088246104,1.0
0.17504068882238671,1.0
0.1750498792397354,1.0
0.17507745628314866,1.0
0.17508665056191577,1.0
0.17509584580641774,1.0
0.1751050420168067,1.0
0.17511423919323493,1.0
0.17512343733585461,1.0
0.17514183652027737,1.0
0.17516023957129348,1.0
0.1751786464901219,1.0
0.1751878514003468,1.0
0.17519705727798213,1.0
0.1752062641231804,1.0
0.17521547193609419,1.0
0.17522468071687602,1.0
0.1752431011826544,1.0
0.17525231286795626,1.0
0.17526152552173685,1.0
0.17527073914414887,1.0
0.17527995373534513,1.0
0.1752983858247016,1.0
0.1753260412284392,1.0
0.1753444830125171,1.0
0.17535370535949088,1.0
0.17536292867662528,1.0
0.17537215296407344,1.0
0.17539060445052343,1.0
0.17539983164983164,1.0
0.1754090598200663,1.0
0.17542751907392792,1.0
0.1754367501578615,1.0
0.175455215240501,1.0
0.1754644492395137,1.0
0.1754736842105263,1.0
0.1754829201536923,1.0
0.1755013949570985,1.0
0.1755106338176458,1.0
0.17551987365096078,1.0
0.17552911445719702,1.0
0.17553835623650818,1.0
0.17555684271497024,1.0
0.17556608741442864,1.0
0.17557533308757703,1.0
0.1755845797345692,1.0
0.17559382735555906,1.0
0.17560307595070052,1.0
0.1756123255201475,1.0
0.17562157606405393,1.0
0.1756308275825739,1.0
0.17564008007586135,1.0
0.1756493335440704,1.0
0.17565858798735512,1.0
0.17567709979976814,1.0
0.17568635716920483,1.0
0.1756956155143339,1.0
0.1757048748353096,1.0
0.1757141351322863,1.0
0.17572339640541823,1.0
0.1757326586548598,1.0
0.17574192188076537,1.0
0.17576045126258633,1.0
0.17576971741881062,1.0
0.17577898455211682,1.0
0.1757882526626595,1.0
0.1757975217505932,1.0
0.17580679181607256,1.0
0.1758253348802869,1.0
0.1758438818565401,1.0
0.17585315681206815,1.0
0.17586243274607027,1.0
0.17587170965870128,1.0
0.17588098755011605,1.0
0.17589026642046954,1.0
0.17589954626991663,1.0
0.17590882709861236,1.0
0.1759181089067117,1.0
0.1759273916943697,1.0
0.17593667546174144,1.0
0.175945960208982,1.0
0.1759645326436903,1.0
0.17597382033146838,1.0
0.17598310899973607,1.0
0.17599239864864866,1.0
0.1760016892783614,1.0
0.17601098088902967,1.0
0.17602027348080881,1.0
0.17602956705385428,1.0
0.17603886160832144,1.0
0.1760574536621429,1.0
0.1760667511618082,1.0
0.1760760496435173,1.0
0.1760853491074258,1.0
0.17609464955368934,1.0
0.17611325339390418,1.0
0.17612255678816693,1.0
0.17613186116540758,1.0
0.17615047286944577,1.0
0.176159780196555,1.0
0.17617839780173325,1.0
0.17618770808011414,1.0
0.17620633158923946,1.0
0.17621564482029597,1.0
0.17622495903588983,1.0
0.17623427423617719,1.0
0.17624359042131416,1.0
0.17625290759145698,1.0
0.17626222574676184,1.0
0.176271544887385,1.0
0.17628086501348278,1.0
0.1762901861252115,1.0
0.17629950822272752,1.0
0.1763088313061872,1.0
0.176318155375747,1.0
0.17632748043156335,1.0
0.17633680647379277,1.0
0.17634613350259176,1.0
0.1763554615181169,1.0
0.17636479052052476,1.0
0.17637412050997195,1.0
0.17638345148661516,1.0
0.17639278345061107,1.0
0.1764021164021164,1.0
0.1764114503412879,1.0
0.17642078526828237,1.0
0.1764301211832566,1.0
0.1764394580863675,1.0
0.1764487959777719,1.0
0.17645813485762676,1.0
0.17646747472608904,1.0
0.17647681558331568,1.0
0.17648615742946377,1.0
0.17649550026469032,1.0
0.17650484408915243,1.0
0.1765141889030072,1.0
0.17652353470641183,1.0
0.17653288149952345,1.0
0.17654222928249932,1.0
0.1765515780554967,1.0
0.17656092781867289,1.0
0.17657027857218516,1.0
0.17657963031619087,1.0
0.17658898305084747,1.0
0.17659833677631231,1.0
0.17660769149274289,1.0
0.17661704720029667,1.0
0.17662640389913117,1.0
0.17663576158940397,1.0
0.17664512027127266,1.0
0.17665447994489483,1.0
0.17666384061042814,1.0
0.17667320226803032,1.0
0.17668256491785903,1.0
0.17669192856007207,1.0
0.17670129319482722,1.0
0.1767106588222823,1.0
0.17672002544259516,1.0
0.17672939305592367,1.0
0.17673876166242578,1.0
0.17674813126225944,1.0
0.17675750185558264,1.0
0.17676687344255343,1.0
0.1767762460233298,1.0
0.17678561959806988,1.0
0.1767949941669318,1.0
0.1768043697300737,1.0
0.17681374628765378,1.0
0.1768231238398303,1.0
0.17683250238676143,1.0
0.17684188192860553,1.0
0.1768512624655209,1.0
0.1768606439976659,1.0
0.17687002652519893,1.0
0.17687941004827842,1.0
0.17688879456706283,1.0
0.17689818008171063,1.0
0.17690756659238036,1.0
0.17691695409923056,1.0
0.17692634260241988,1.0
0.1769357321021069,1.0
0.17694512259845027,1.0
0.17696390658174097,1.0
0.17697330006900577,1.0
0.17698269455356194,1.0
0.1769920900355683,1.0
0.1770014865151837,1.0
0.17701088399256704,1.0
0.17702028246787724,1.0
0.1770390824129142,1.0
0.17704848388295896,1.0
0.17705788635156666,1.0
0.17706728981889638,1.0
0.17707669428510728,1.0
0.17708609975035852,1.0
0.1770955062148093,1.0
0.17710491367861886,1.0
0.17711432214194645,1.0
0.1771237316049514,1.0
0.17713314206779301,1.0
0.1771425535306307,1.0
0.17715196599362382,1.0
0.17716137945693183,1.0
0.17717079392071422,1.0
0.17718020938513046,1.0
0.17718962585034015,1.0
0.1771990433165028,1.0
0.17720846178377803,1.0
0.17721788125232552,1.0
0.17722730172230491,1.0
0.17723672319387593,1.0
0.1772461456671983,1.0
0.17725556914243182,1.0
0.17726499361973627,1.0
0.17727441909927155,1.0
0.1772838455811975,1.0
0.17729327306567402,1.0
0.1773027015528611,1.0
0.17731213104291868,1.0
0.1773215615360068,1.0
0.17733099303228553,1.0
0.1773404255319149,1.0
0.17734985903505507,1.0
0.17735929354186616,1.0
0.1773687290525084,1.0
0.17737816556714195,1.0
0.1773876030859271,1.0
0.17739704160902417,1.0
0.1774064811365934,1.0
0.17741592166879525,1.0
0.17742536320579,1.0
0.17743480574773815,1.0
0.17744424929480015,1.0
0.17745369384713647,1.0
0.17746313940490765,1.0
0.17747258596827425,1.0
0.17748203353739686,1.0
0.17749148211243612,1.0
0.1775009316935527,1.0
0.17751038228090726,1.0
0.17752928647497337,1.0
0.17754819469592076,1.0
0.17755765031687704,1.0
0.17756710694503622,1.0
0.17758602322360711,1.0
0.17759548287434082,1.0
0.17760494353292136,1.0
0.17761440519950988,1.0
0.17762386787426745,1.0
0.17763333155735522,1.0
0.17764279624893436,1.0
