precision,recall
0.16666666666666666,1.0
0.1722087867795244,1.0
0.17273094804932282,1.0
0.17290570619182516,1.0
0.17302824744355574,1.0
0.17316850744756307,1.0
0.173291421618333,1.0
0.17341451040081177,1.0
0.17344971074799553,1.0
0.17346731628095818,1.0
0.173502538071066,1.0
0.17353777416734362,1.0
0.17355539758302022,1.0
0.17357302457850904,1.0
0.17360828931328728,1.0
0.17364356838041048,1.0
0.1736612132913322,1.0
0.1736965138733611,1.0
0.17371416954665583,1.0
0.17373182880959642,1.0
0.17374949166327774,1.0
0.17376715810879512,1.0
0.17378482814724425,1.0
0.17380250177972134,1.0
0.17383785983114639,1.0
0.1738555442522889,1.0
0.17387323227184862,1.0
0.1738909238909239,1.0
0.17390861911061362,1.0
0.17396172638436483,1.0
0.17397943601750993,1.0
0.17401486610324815,1.0
0.1740325865580448,1.0
0.17405031062226295,1.0
0.1740680382970055,1.0
0.17408576958337577,1.0
0.17410350448247758,1.0
0.17412124299541518,1.0
0.17413898512329326,1.0
0.17415673086721695,1.0
0.17417448022829188,1.0
0.1741922332076241,1.0
0.1742277500254868,1.0
0.17424551386623166,1.0
0.17426328132966248,1.0
0.17428105241688763,1.0
0.17429882712901582,1.0
0.17431660546715627,1.0
0.17433438743241864,1.0
0.17435217302591308,1.0
0.17436996224875012,1.0
0.17438775510204083,1.0
0.17440555158689663,1.0
0.17442335170442946,1.0
0.17444115545575176,1.0
0.17445896284197632,1.0
0.17447677386421645,1.0
0.17449458852358588,1.0
0.1745124068211988,1.0
0.17453022875816993,1.0
0.17454805433561435,1.0
0.1745658835546476,1.0
0.17458371641638573,1.0
0.17460155292194524,1.0
0.17461939307244304,1.0
0.17465508431272356,1.0
0.17467293540474244,1.0
0.17469079014617192,1.0
0.17470864853813126,1.0
0.1747265105817401,1.0
0.17474437627811862,1.0
0.17476224562838735,1.0
0.1747801186336674,1.0
0.17479799529508028,1.0
0.17481587561374795,1.0
0.17483375959079284,1.0
0.17485164722733784,1.0
0.1748695385245063,1.0
0.17488743348342203,1.0
0.17490533210520928,1.0
0.17492323439099283,1.0
0.17494114034189784,1.0
0.17495904995904996,1.0
0.1749769632435753,1.0
0.17499488019660045,1.0
0.17501280081925244,1.0
0.17503072511265874,1.0
0.17504865307794734,1.0
0.17506658471624667,1.0
0.17508452002868558,1.0
0.17510245901639343,1.0
0.17512040168050005,1.0
0.17513834802213568,1.0
0.17515629804243107,1.0
0.1751742517425174,1.0
0.1751922091235264,1.0
0.17521017018659013,1.0
0.17522813493284117,1.0
0.17524610336341262,1.0
0.175264075479438,1.0
0.1752820512820513,1.0
