label,predict,predict_prob
0,0,3.2780767e-28
0,0,4.44315e-15
0,0,1.0779829e-24
0,0,2.7351254e-20
0,0,7.924494e-36
0,0,4.2940274e-09
0,0,3.274406e-26
0,0,2.5978263e-20
1,0,1.4094242e-05
0,0,5.801191e-17
0,0,1.89301e-23
0,0,1.0628415e-33
0,0,0.0
0,0,8.768045e-19
0,0,7.0617644e-11
1,1,0.9868268
0,0,1.4434736e-33
0,0,5.974113e-11
0,0,8.386413e-24
0,0,8.288753e-21
0,0,3.15e-42
0,0,0.0
0,1,0.9538153
1,0,0.00068163994
0,0,2.7303106e-34
0,0,0.0
0,0,2.283015e-22
0,0,5.0184008e-05
0,0,2.4800037e-23
1,0,5.217701e-09
0,0,2.8687219e-24
0,0,0.0
0,0,3.390271e-21
0,0,9.121399e-18
0,0,5.219271e-25
0,0,4.0872612e-30
0,0,1.3944115e-25
1,1,0.5858865
0,0,1.003033e-39
1,0,3.0978382e-12
0,0,0.0
0,0,2.2759582e-26
1,1,0.94008183
0,0,3.1953327e-27
0,0,5.2626685e-20
1,0,5.9714104e-08
0,0,1.1247102e-33
0,0,7.4994125e-21
0,0,8.908824e-30
0,0,8.136201e-18
0,0,8.811403e-18
0,0,0.0
1,0,2.927113e-07
1,0,0.0010761783
0,0,2.2955185e-06
0,0,3.1197497e-22
1,0,2.6321018e-08
0,0,3.9e-44
0,0,1.8385482e-34
0,0,9.680156e-20
0,0,2.4416114e-15
0,0,3.2565957e-05
1,0,1.4878857e-07
0,0,1.3159646e-06
0,0,5.7092232e-33
0,0,3.6760365e-13
1,0,0.057282332
0,0,2.0310668e-22
0,0,1.2590648e-12
1,0,0.0001628092
0,0,7.730591e-22
0,0,2.9052124e-28
0,0,2.76e-43
0,0,0.0
0,1,0.9947747
0,0,1.7401168e-28
0,0,5.9813794e-21
0,0,3.395101e-27
0,0,4.804352e-09
0,0,1.2124172e-14
0,0,1.03331286e-19
0,0,5.0490563e-23
0,0,2.12388e-26
0,0,1.8501006e-34
0,0,1.5326572e-28
0,0,0.0003135441
1,1,0.9841023
0,0,3.1857034e-36
0,0,5.463226e-31
0,1,0.9997807
0,0,2.1389921e-21
0,0,9.315489e-29
1,1,0.99330395
1,1,0.89150286
0,0,0.0
1,0,0.17638785
1,1,0.53841823
1,0,0.12852754
0,0,7.5573696e-20
0,0,3.6533502e-19
0,0,3.347489e-29
0,0,1.6704403e-17
0,0,2.483976e-19
0,0,1.0944775e-18
0,0,1.5218755e-10
0,0,5.789268e-12
0,0,1.439031e-26
0,0,3.9334394e-23
1,1,0.99961436
0,1,0.99998283
0,0,3.058663e-21
1,0,0.00055888784
0,0,3.2611994e-29
0,0,5.4894117e-35
0,0,1.4380454e-38
0,0,1.7707655e-21
0,0,7.9123794e-14
1,1,0.98601764
0,0,6.095511e-22
1,1,0.99999857
0,0,2.565436e-20
0,0,1.7600231e-22
1,0,0.00074840017
0,0,1e-45
0,0,3.4935596e-19
0,0,2.7559562e-28
0,0,6.8299926e-19
0,0,2.4892316e-26
0,0,0.0
0,0,1.2698669e-12
0,0,8.1606933e-26
1,1,0.87580323
0,0,1.5114775e-19
0,0,3.5338326e-14
0,0,2.896057e-31
1,0,0.00034390733
1,1,0.99999666
0,0,1.1331317e-06
0,1,0.9999894
0,0,4.8793712e-26
0,0,7.819e-42
0,0,2.7328859e-33
0,0,3.398516e-23
0,0,4.7369357e-13
0,0,1.9997417e-26
0,0,6.8048086e-22
0,0,1.1070193e-19
0,0,2.905298e-07
0,0,4.040123e-29
1,0,0.0044357795
0,0,1.2865665e-13
1,1,0.9993119
0,0,6.6115633e-16
0,0,3.5350642e-34
1,1,0.6264644
1,0,0.32330012
0,0,1.3291684e-15
0,0,6.3596753e-19
0,0,1.9475929e-25
0,1,0.9945338
0,0,3.3506936e-07
1,0,3.6636884e-06
0,1,0.9995732
0,0,5.942904e-19
0,0,1.4462572e-18
0,0,3.878484e-18
0,0,2.747397e-16
1,1,0.99938416
0,0,7.5523154e-38
0,0,5.4184285e-19
0,1,0.9999858
0,0,2.313841e-08
0,0,9.694067e-13
0,0,1.681816e-39
0,0,3.5898604e-32
0,0,8.6916645e-16
0,0,4.0658992e-35
0,0,0.0
0,0,4.3304347e-37
