precision,recall
0.16666666666666666,1.0
0.1735813412773378,1.0
0.17397320128167784,1.0
0.17408095602433782,1.0
0.1742269544924154,1.0
0.1743350238990039,1.0
0.1744241229511189,1.0
0.17446233614488627,1.0
0.1745324371712449,1.0
0.1746025945550886,1.0
0.17464726953724688,1.0
0.1746983546617916,1.0
0.1747686455247083,1.0
0.1747942198646424,1.0
0.17480700984158343,1.0
0.1748261983168679,1.0
0.1748517895045012,1.0
0.17486458790806617,1.0
0.17490299436269127,1.0
0.17490939707874217,1.0
0.17492860803983304,1.0
0.17496063568786846,1.0
0.17498626625160227,1.0
0.17501831501831502,1.0
0.17503754991390996,1.0
0.17505037552665323,1.0
0.1750567890378838,1.0
0.17506320301908915,1.0
0.17507603239163094,1.0
0.175088863644692,1.0
0.1751016967786858,1.0
0.1751209500073303,1.0
0.17512736869112636,1.0
0.17513378784546588,1.0
0.1751530481322629,1.0
0.1751851580259588,1.0
0.17519800528014082,1.0
0.17521727969489165,1.0
0.1752429855125619,1.0
0.1752494131455399,1.0
0.17525584125004584,1.0
0.17529441978207433,1.0
0.1753072830673271,1.0
0.17533301530219075,1.0
0.17533944954128441,1.0
0.1753523194362889,1.0
0.17537806489502275,1.0
0.17538450244099402,1.0
0.17539737895084614,1.0
0.17540381791483112,1.0
0.1754295784990454,1.0
0.17543601982742793,1.0
0.17544890390335255,1.0
0.17546823356591995,1.0
0.17548756748815514,1.0
0.17549401307573642,1.0
0.17550690567146635,1.0
0.17553269654665687,1.0
0.17555204467795862,1.0
0.17556494580194745,1.0
0.1755713970750349,1.0
0.17557784882225408,1.0
0.17558430104365721,1.0
0.1755907537392966,1.0
0.17559720690922456,1.0
0.17560366055349333,1.0
0.17561656926526262,1.0
0.17562947987502298,1.0
0.17564239238319304,1.0
0.17566176470588235,1.0
0.17566822309643737,1.0
0.17567468196190897,1.0
0.17568760111781145,1.0
0.17569406140834712,1.0
0.17570052217400897,1.0
0.17571344513092085,1.0
0.17571990732227574,1.0
0.17573283313104565,1.0
0.17573929674856553,1.0
0.17575869045429465,1.0
0.17576515597410242,1.0
0.17577162196961335,1.0
0.17578455538795482,1.0
0.17579102281089037,1.0
0.17580395908455368,1.0
0.17581042793538654,1.0
0.17581689726229024,1.0
